latitude,longitude,price
48.87061273,2.367780461,120
48.87172983,2.365529001,59
48.85855035,2.289777259,140
48.85744122,2.40408477,79
48.88494145,2.340065988,120
48.8822201,2.34464988,95
48.8748783,2.365086009,120
48.87064589,2.372631911,180
48.87438501,2.384757534,40
48.86421396,2.348147696,97
48.88759836,2.322875126,55
48.85509001,2.328090004,91
48.85289231,2.34523882,128
48.88183074,2.36510289,80
48.87561864,2.385974095,65
48.87441832,2.383399867,40
48.87459956,2.38486566,40
48.88574519,2.352282047,70
48.88435839,2.352575089,80
48.8631139,2.385913806,89
48.87251822,2.389563265,50
48.85522029,2.36382167,230
48.85865902,2.400491857,39
48.87036284,2.376183566,49
48.86619294,2.344818272,65
48.87571846,2.370050522,60
48.86436609,2.363178274,88
48.88734635,2.342951954,87
48.8737291,2.324562188,59
48.85728871,2.377005264,60
48.87497303,2.384834315,40
48.87174074,2.363528408,85
48.86139768,2.364299103,69
48.86623189,2.362130743,80
48.87641041,2.367480677,110
48.87893203,2.347200355,100
48.8660562,2.330400233,300
48.87905859,2.388700106,70
48.82723168,2.333653111,95
48.88889374,2.355655639,65
48.84883806,2.274456684,25
48.85835339,2.364373103,120
48.88093784,2.294737102,59
48.88702336,2.377352849,38
48.86755985,2.402646246,35
48.85602549,2.383929046,46
48.87580391,2.326223303,60
48.82424524,2.362359724,70
48.88801133,2.345481278,85
48.88242479,2.322433073,55
48.88227663,2.350471252,60
48.88495224,2.338089345,79
48.88517234,2.363170001,60
48.85662572,2.360388047,130
48.85062741,2.298668229,130
48.87146626,2.371541205,100
48.8502057,2.348572567,150
48.89622894,2.346143754,56
48.86653856,2.405832661,69
48.85887335,2.390488843,100
48.85409304,2.372015293,80
48.85966439,2.36571628,79
48.84321503,2.31418449,88
48.8551426,2.400804898,45
48.86712678,2.347484454,90
48.84530947,2.321368105,82
48.85777538,2.358858444,220
48.86767331,2.357991188,59
48.85886859,2.370409915,130
48.87956998,2.295189547,79
48.8746007,2.31328414,300
48.85963211,2.355609712,100
48.82549907,2.37409566,140
48.89305097,2.331093723,30
48.86678273,2.398387577,85
48.8931808,2.352612754,65
48.89309202,2.377772686,65
48.86051072,2.305845176,94
48.87448509,2.364369219,190
48.88842561,2.34669534,105
48.87037762,2.354055108,30
48.86689613,2.342532355,200
48.87376636,2.363790159,50
48.8632221,2.362546186,150
48.84926759,2.353539998,76
48.82592207,2.344644751,90
48.89048492,2.348641517,55
48.8286163,2.32975737,40
48.85921028,2.349169999,105
48.86188296,2.358464616,95
48.86505869,2.297879622,300
48.84668181,2.351191603,50
48.82698827,2.371079291,45
48.88240991,2.341296963,300
48.86721443,2.343440515,190
48.85874097,2.306199998,300
48.83662519,2.394688808,55
48.85128676,2.275885715,225
48.86815456,2.347931294,65
48.8674716,2.370635793,160
48.84499012,2.294248018,172
48.84713501,2.387443215,75
48.89518227,2.342907656,50
48.85469493,2.382942804,75
48.8497269,2.348682859,160
48.88607377,2.382510214,80
48.88461833,2.338440107,129
48.8910281,2.338115693,75
48.8588002,2.348867691,110
48.85048111,2.40161451,95
48.85660782,2.356351778,195
48.85697331,2.359040225,199
48.87503466,2.355851583,60
48.82435165,2.332194342,50
48.86526256,2.344207078,70
48.84634529,2.341982173,125
48.87159767,2.362037366,60
48.86496333,2.377758113,150
48.85445514,2.361208382,70
48.8493375,2.338793621,73
48.88125963,2.323790813,130
48.8646357,2.382978653,70
48.8848295,2.343870146,65
48.87419461,2.392210153,120
48.88365913,2.344707715,80
48.88393224,2.367255956,85
48.86485314,2.383470774,90
48.8800247,2.286331783,99
48.88224511,2.332733633,179
48.85261247,2.331977485,230
48.86117738,2.365790413,70
48.84709847,2.27666957,89
48.88989607,2.345888959,45
48.88732842,2.383697532,100
48.88284383,2.338429168,170
48.88220525,2.344874215,79
48.86499097,2.354061336,295
48.87982389,2.359698363,65
48.86073571,2.357773801,150
48.88339567,2.298780469,65
48.87150575,2.389564068,100
48.83058655,2.324992527,95
48.86281615,2.366377376,149
48.89148068,2.381645307,35
48.8666887,2.383592649,90
48.84724802,2.3474375,85
48.86055597,2.36903842,95
48.86087856,2.348895891,130
48.88525562,2.319869004,96
48.87446579,2.282539723,225
48.88785058,2.35215293,95
48.86912888,2.351838056,55
48.84081569,2.308816101,90
48.88361423,2.349924047,125
48.87251636,2.324331212,125
48.8810215,2.33180069,39
48.85571714,2.374940675,80
48.8714795,2.370278668,115
48.87337863,2.350942686,98
48.86278778,2.400173173,50
48.84836649,2.402961208,73
48.86456954,2.301145207,143
48.82708526,2.314639373,110
48.84991036,2.300195594,128
48.84898891,2.379283666,200
48.87322658,2.404498073,59
48.86857298,2.369746503,80
48.87456784,2.360626409,80
48.88000498,2.298965454,63
48.85549157,2.341263972,125
48.8599994,2.379211865,45
48.85969358,2.364868999,170
48.84707124,2.398127848,100
48.85412316,2.374438686,200
48.88228984,2.38024576,98
48.86673159,2.335168065,55
48.88592683,2.333824009,57
48.87420518,2.348464352,105
48.87967557,2.378775722,95
48.86446546,2.375610634,90
48.86513263,2.333270725,150
48.8640742,2.34501148,110
48.85506535,2.382936822,85
48.87343063,2.390218119,149
48.84503573,2.292888665,59
48.8427503,2.352567346,120
48.8829326,2.338702459,150
48.86337357,2.341372596,175
48.87067493,2.36195495,64
48.85131281,2.383442509,126
48.87541244,2.326214215,120
48.83287957,2.2945128,170
48.8645873,2.359584212,115
48.83422464,2.294462739,170
48.85196287,2.354018337,65
48.84897295,2.416137474,60
48.84118522,2.329994796,127
48.88687665,2.332411542,115
48.86515282,2.384301965,72
48.87443168,2.322923714,100
48.88742938,2.376403535,60
48.87306634,2.314018472,600
48.8759815,2.38562478,150
48.86107678,2.28612404,120
48.89172756,2.344107443,150
48.86416058,2.353690814,125
48.84469431,2.322415396,95
48.85211574,2.356639975,95
48.88580114,2.338783424,90
48.86707533,2.325842091,82
48.88086611,2.364891149,37
48.84104839,2.342407526,147
48.88768626,2.349600086,50
48.86562413,2.335616603,365
48.86472275,2.363616786,140
48.86623537,2.345177735,130
48.85652664,2.3591844,82
48.85007612,2.377155063,130
48.88594797,2.348812139,90
48.86100357,2.358502054,88
48.86286667,2.37411116,59
48.86711348,2.351968907,190
48.87732063,2.353055813,230
48.86425501,2.358379544,90
48.85789826,2.287253288,200
48.87876226,2.343307112,70
48.87826656,2.2924251,95
48.85969785,2.288201228,1000
48.84642898,2.350345498,114
48.8735989,2.377852174,70
48.86468375,2.356510032,69
48.88667776,2.33342513,50
48.84634167,2.4076646,45
48.86800546,2.34593942,250
48.86196815,2.361683825,180
48.85527561,2.376384275,95
48.88952833,2.326849449,80
48.85656528,2.368340754,60
48.87472391,2.295864694,190
48.86866067,2.366509303,58
48.87214448,2.307420286,215
48.84697334,2.408269071,90
48.84736658,2.340971152,155
48.85715346,2.334278406,135
48.88600289,2.386286102,57
48.83805596,2.263443026,75
48.86376653,2.348302423,129
48.87263728,2.4076487,175
48.87376665,2.380757579,80
48.87325774,2.386085957,38
48.8766453,2.305765466,300
48.89295293,2.315988525,100
48.87577458,2.341975272,92
48.89085826,2.353908932,74
48.86543813,2.399711636,50
48.8508809,2.382721038,55
48.84181461,2.330092047,95
48.85744629,2.351849678,169
48.85638456,2.380604976,106
48.87417952,2.311065041,70
48.82575988,2.371101088,75
48.85997938,2.365133684,130
48.88714966,2.295753277,245
48.89156231,2.344037815,69
48.87053746,2.379541154,125
48.83239863,2.36558765,120
48.86585795,2.350992987,90
48.88700873,2.317162032,150
48.87064951,2.377805077,86
48.86296584,2.354832166,90
48.87874022,2.368072651,160
48.87276823,2.345589193,75
48.87753701,2.387740929,80
48.88383654,2.343018044,98
48.86103045,2.309859868,145
48.86352887,2.354975679,189
48.87752063,2.296499936,115
48.84718464,2.325631217,105
48.86811833,2.337572234,115
48.87200954,2.374861923,240
48.88026957,2.335190695,88
48.86131521,2.275925047,550
48.86823545,2.373499687,63
48.89612385,2.342764298,60
48.86453939,2.363384184,151
48.89499394,2.347559158,35
48.86189066,2.374519297,149
48.86689675,2.344520098,115
48.83388319,2.317359066,60
48.87698033,2.323583943,73
48.84364012,2.382404285,80
48.85012122,2.383287961,95
48.86696295,2.361747858,84
48.85338572,2.373260224,160
48.86336357,2.354924278,120
48.82498964,2.349990377,70
48.85226976,2.297036856,140
48.89375703,2.345714406,90
48.88417878,2.365134119,218
48.86199892,2.348704363,210
48.8545964,2.38864193,72
48.85590365,2.381891065,70
48.86403719,2.373242113,130
48.8748684,2.287624953,55
48.86135839,2.355452785,150
48.86358745,2.375320543,130
48.8528673,2.365217998,40
48.85193819,2.345098372,269
48.89057266,2.383280078,69
48.89215494,2.339266593,80
48.87837385,2.383878132,190
48.87873902,2.338897922,195
48.86170433,2.325250052,90
48.85754195,2.322327421,300
48.88264147,2.337846433,250
48.87610321,2.355970601,100
48.84686906,2.34004776,135
48.87127205,2.39460207,35
48.84254932,2.318192153,95
48.86379988,2.361467578,75
48.88212503,2.291205074,150
48.88447855,2.359471816,130
48.87346917,2.377481554,48
48.86860024,2.395225605,69
48.84426592,2.328601254,80
48.86823889,2.395582745,70
48.86608335,2.32593677,85
48.87224606,2.392562186,45
48.83792336,2.353133336,35
48.85170828,2.339849049,144
48.88494214,2.332973249,70
48.88966045,2.353197816,75
48.86013504,2.379063096,65
48.82916029,2.318335068,440
48.8638877,2.351687265,150
48.86459419,2.354294371,200
48.85794318,2.387504315,70
48.86536963,2.374679564,140
48.84474047,2.406665196,110
48.86049819,2.344267583,98
48.84437328,2.317565091,95
48.85894118,2.356796084,83
48.86238351,2.354423016,300
48.85855083,2.343892894,188
48.84796726,2.349128431,100
48.86124156,2.3709418,50
48.85114567,2.33872283,120
48.87932821,2.347267396,79
48.89435622,2.383478702,76
48.8540196,2.398377071,78
48.88929215,2.355327026,45
48.86227749,2.3615537,79
48.87644901,2.395270128,49
48.87283818,2.362591731,80
48.8887436,2.344503589,85
48.88206479,2.325268487,210
48.8570625,2.358478644,125
48.8873979,2.384904961,159
48.83476238,2.320526259,72
48.88467158,2.335861113,70
48.85209426,2.333798664,90
48.86202866,2.355578092,80
48.88449684,2.338129262,160
48.8687744,2.379824253,80
48.88982208,2.343558841,73
48.86797442,2.37941369,70
48.88238384,2.362632115,65
48.8686699,2.351341064,90
48.86522652,2.302002742,118
48.8748253,2.380387037,110
48.84466562,2.349779898,130
48.88243008,2.340376069,125
48.84151485,2.386979955,100
48.87993586,2.330940885,178
48.84292256,2.334531945,44
48.88962377,2.355498148,50
48.88220888,2.334968849,75
48.85902887,2.353520417,95
48.86134002,2.354388135,500
48.86538938,2.360764483,176
48.87743252,2.357199834,60
48.85751511,2.357007774,145
48.86315515,2.360358701,160
48.87282812,2.371652099,99
48.83694782,2.351140086,80
48.84754864,2.352869968,102
48.87448728,2.348833123,114
48.84497116,2.350199001,110
48.86423698,2.366786481,110
48.84839896,2.296749613,80
48.85205122,2.3773299,120
48.84138899,2.292700039,69
48.88865997,2.316147723,80
48.89216517,2.318439456,73
48.87274874,2.372206673,65
48.87203184,2.363177529,60
48.85918189,2.30796651,110
48.88174164,2.345354723,119
48.85037177,2.347286658,80
48.826183,2.315533761,50
48.8577366,2.355420775,115
48.88548584,2.341310614,140
48.83740649,2.398388728,57
48.86234402,2.363072937,150
48.86186299,2.349809499,125
48.88365282,2.34381074,88
48.83674234,2.325336562,130
48.84001444,2.265271674,40
48.88803841,2.293706646,185
48.85598407,2.316067461,125
48.88195145,2.357860298,119
48.89306423,2.347146888,59
48.86730012,2.332731344,200
48.85777395,2.303100073,120
48.86005188,2.380429647,55
48.86708769,2.354664169,200
48.85748804,2.401089757,70
48.86684425,2.371699718,80
48.87504049,2.385275887,243
48.8391856,2.334231403,129
48.88205071,2.364153803,75
48.85780329,2.362276117,168
48.87488869,2.352493187,150
48.86640777,2.346239264,190
48.85655865,2.2856242,110
48.88829408,2.348101279,47
48.84377927,2.351243906,195
48.87267386,2.34001565,115
48.86810268,2.382066236,120
48.85158208,2.380714696,100
48.83743468,2.370978354,100
48.83644397,2.308796611,52
48.86181175,2.402849822,269
48.85806039,2.380813788,39
48.85370367,2.367944896,100
48.89001386,2.323504086,200
48.84978113,2.380147351,90
48.86812728,2.350974128,45
48.86798974,2.351428437,45
48.87742847,2.351213485,290
48.8771291,2.383076701,41
48.88119708,2.348851754,69
48.88965523,2.349104773,80
48.8959505,2.345917253,49
48.85768905,2.35773381,146
48.86344522,2.375697265,175
48.88129229,2.328547412,320
48.89107667,2.378418363,40
48.83171117,2.320649103,75
48.87183281,2.388187784,35
48.8751326,2.379859293,30
48.89116774,2.359162367,60
48.86752976,2.387092508,100
48.86185999,2.37334179,84
48.83601477,2.262045914,84
48.86267976,2.36261601,90
48.84132932,2.361658749,100
48.86435889,2.374311275,105
48.88020011,2.387280896,130
48.88381665,2.313137819,40
48.8530448,2.338851002,135
48.88930539,2.346039893,250
48.85289211,2.338208001,91
48.84683639,2.317984887,73
48.86257708,2.400646411,39
48.85513745,2.362654133,99
48.89147659,2.337919131,80
48.8476782,2.377747793,181
48.88415852,2.350418154,125
48.87981382,2.393451504,125
48.88322779,2.337214923,170
48.83931935,2.299332028,90
48.89095985,2.382178051,95
48.84411735,2.351168726,60
48.86300035,2.353802713,150
48.8896681,2.335574063,105
48.85704323,2.358821191,313
48.89084017,2.360121187,150
48.87809995,2.342906248,90
48.84700501,2.400700062,56
48.89707637,2.345977833,49
48.83393179,2.36310157,100
48.85931172,2.362774588,129
48.86280533,2.356308232,170
48.84058141,2.396061026,105
48.87392709,2.400031043,157
48.86175109,2.306547436,125
48.87022689,2.392561222,50
48.89433724,2.305895949,349
48.88971195,2.354638612,60
48.85821612,2.32945643,160
48.85988892,2.38588119,61
48.83287986,2.330588318,230
48.85152136,2.389986015,74
48.8594554,2.367146084,105
48.88743141,2.347162502,70
48.8665645,2.375778899,68
48.87506899,2.383372742,32
48.82616061,2.352860557,115
48.88356281,2.359188112,70
48.84929062,2.354514267,130
48.85639026,2.303210077,64
48.84994445,2.369957366,70
48.85427873,2.371271438,70
48.82140589,2.351595909,95
48.86637856,2.290234287,79
48.8636535,2.348452653,106
48.86368803,2.368718965,90
48.87397989,2.364362587,95
48.8804817,2.296034344,99
48.87326615,2.390014788,90
48.86803182,2.383488908,37
48.84451127,2.289271247,110
48.87036288,2.368719867,75
48.88912049,2.351880567,80
48.85097102,2.357436078,85
48.86573278,2.334883587,50
48.86691255,2.343785403,120
48.89437503,2.372800357,50
48.87013389,2.34950617,119
48.83963893,2.392233352,53
48.88168312,2.363358509,80
48.88013864,2.340387183,50
48.85382371,2.376231702,185
48.87859102,2.346873831,350
48.85216273,2.386668874,115
48.88417654,2.305242245,60
48.8737973,2.364180923,105
48.89328326,2.339811086,210
48.87023225,2.385754747,170
48.882225,2.350138591,85
48.87221774,2.381227188,55
48.85490631,2.361020892,130
48.86745365,2.344865884,56
48.83307143,2.328771488,150
48.89254003,2.351454393,75
48.88819758,2.354187278,60
48.83241507,2.358711858,80
48.84806192,2.260890628,115
48.88595512,2.339072173,68
48.8548352,2.359303152,65
48.86605076,2.348320188,90
48.85302443,2.374482668,155
48.85098721,2.387719655,150
48.85174839,2.349484949,227
48.847012,2.305591876,60
48.89078253,2.335670246,75
48.87322881,2.35587241,99
48.88818029,2.335050907,63
48.84494118,2.286120119,120
48.86759471,2.37495623,99
48.8641295,2.348013814,110
48.85382676,2.318570451,210
48.84292492,2.294359994,119
48.87622558,2.358407673,55
48.8524357,2.361444404,380
48.89122516,2.341864598,70
48.87404861,2.354321719,95
48.84661035,2.30315692,95
48.86648242,2.27335848,139
48.8597992,2.363190247,290
48.89212229,2.341650263,28
48.88384049,2.337797278,79
48.85775041,2.40082803,65
48.85619554,2.391071703,70
48.89348654,2.35925593,150
48.8385282,2.349833034,125
48.88077474,2.392927146,176
48.87333775,2.358299878,120
48.84998317,2.373967588,200
48.85952484,2.364115537,230
48.874511,2.305305159,78
48.87037682,2.374687074,79
48.86800111,2.39028736,93
48.86651237,2.382716693,250
48.84392498,2.282822795,69
48.87111542,2.348303249,300
48.85863175,2.371477448,80
48.87212664,2.354818169,55
48.87020482,2.370198851,50
48.88268076,2.32044256,140
48.86157946,2.37976733,95
48.86714616,2.372975511,48
48.87665576,2.393954795,80
48.88561834,2.339616899,95
48.87732832,2.2867219,90
48.86936809,2.371151232,210
48.84356022,2.386474404,50
48.83891902,2.339122795,80
48.85449424,2.351786945,40
48.89111776,2.377278502,35
48.86517925,2.363240159,66
48.82549427,2.363580582,60
48.8585948,2.380339741,80
48.84021854,2.35060265,55
48.88696652,2.31700673,65
48.8706994,2.380785918,64
48.83431005,2.317423472,100
48.86646989,2.359096014,100
48.8740125,2.350519779,80
48.8864506,2.383304292,39
48.84661669,2.302421275,89
48.86596296,2.283491247,63
48.83976048,2.393366769,74
48.85579394,2.399007191,70
48.88098751,2.344680004,140
48.8583205,2.359954471,230
48.86856177,2.366337854,75
48.88609718,2.333718191,120
48.88967291,2.364363931,44
48.87453293,2.358166964,70
48.87403175,2.36054937,115
48.89001593,2.343518251,52
48.85038013,2.404229452,80
48.83827761,2.355228236,65
48.8229583,2.334264414,60
48.8579034,2.363214226,130
48.86118898,2.355585834,98
48.86577035,2.350354186,90
48.87680986,2.384781207,45
48.8770524,2.343411995,240
48.85651325,2.338319584,100
48.84992656,2.38382566,60
48.88806674,2.339221871,42
48.87093062,2.364625164,140
48.85357481,2.313285343,125
48.87350271,2.388539451,55
48.88244776,2.365836631,40
48.85722175,2.366381847,95
48.85396738,2.35886267,150
48.84581272,2.28998904,80
48.87869421,2.336221229,90
48.85711351,2.35747234,146
48.87457929,2.354916861,190
48.87652799,2.293813882,100
48.85578093,2.4056036,90
48.87500701,2.389725628,115
48.8381342,2.347603701,35
48.83001579,2.323560449,70
48.87612827,2.363886714,135
48.85035073,2.390186834,80
48.86649052,2.370289291,50
48.83402718,2.366690251,85
48.88824119,2.324072683,60
48.83063317,2.326788869,180
48.86868932,2.351284074,36
48.88460481,2.341374067,90
48.87768152,2.321430781,60
48.86193564,2.38645191,52
48.85722426,2.365145381,150
48.87134744,2.311981426,120
48.86939452,2.374709656,100
48.86910166,2.368307999,75
48.85723088,2.373545907,90
48.87198726,2.363893888,100
48.82732028,2.353353,70
48.86106528,2.373148467,80
48.83907358,2.329553957,110
48.88974654,2.375350165,85
48.87774991,2.40117089,99
48.84087228,2.256517453,300
48.84920967,2.403771825,60
48.87086766,2.394968324,46
48.85458022,2.386667784,114
48.88547526,2.346087293,60
48.83650948,2.402291746,99
48.86399511,2.353549867,385
48.85258157,2.40394429,43
48.89506975,2.345842133,55
48.84850391,2.331456498,30
48.85338688,2.392678916,35
48.86314669,2.373437794,100
48.88955178,2.326444979,58
48.85077102,2.374859471,100
48.87061594,2.36724881,80
48.87669943,2.402728486,50
48.84406807,2.29398414,109
48.85451946,2.365711318,690
48.86570619,2.374480678,98
48.83215726,2.323438128,49
48.86612761,2.3801529,70
48.83207935,2.331091617,140
48.84427509,2.351117754,168
48.8717416,2.370612816,35
48.88732537,2.349873957,80
48.8637524,2.360664807,55
48.84627486,2.373688375,110
48.88604514,2.336337161,110
48.8262381,2.323816422,160
48.84078189,2.347752266,160
48.85056711,2.392278214,60
48.8513976,2.339235838,125
48.87240801,2.342283952,155
48.86594441,2.377312539,66
48.86931131,2.380217563,120
48.84419684,2.317749174,59
48.84373105,2.261828915,180
48.86140855,2.276501186,125
48.85460809,2.300807427,90
48.87521898,2.380398455,80
48.87029341,2.395072701,90
48.87355286,2.354745478,98
48.8535399,2.319928012,60
48.86836813,2.349890397,89
48.85551959,2.377423686,30
48.88088019,2.367276291,60
48.8491984,2.341788852,130
48.87843765,2.341187534,39
48.85532913,2.378516078,40
48.88246554,2.295020014,120
48.85213597,2.344301441,120
48.89079389,2.3442737,50
48.87350289,2.361864206,200
48.86108917,2.362373133,99
48.83871196,2.400930181,110
48.86460884,2.380292684,78
48.86171343,2.367133585,90
48.87313946,2.372325669,100
48.86068834,2.350480801,80
48.84620581,2.408101042,120
48.86632413,2.347417436,100
48.82445511,2.327978122,97
48.88064456,2.344788843,90
48.88547648,2.346231925,90
48.86325028,2.363968682,99
48.85384603,2.291211831,130
48.85397592,2.290986561,130
48.85058211,2.289321629,130
48.84812538,2.293429459,130
48.85899232,2.374244538,290
48.84510611,2.344501987,105
48.87490009,2.358025664,53
48.8308542,2.332686737,100
48.85375862,2.357824329,160
48.84758966,2.39731372,94
48.89057882,2.343159868,52
48.87608028,2.378882436,80
48.87512798,2.280514138,300
48.88586715,2.34697494,120
48.84612726,2.297230376,95
48.84231424,2.342105336,110
48.83933071,2.350289802,39
48.86681013,2.352897741,80
48.88679766,2.339193264,50
48.86553332,2.36077719,85
48.8844891,2.350365904,85
48.83215493,2.351699723,75
48.87984432,2.336714538,250
48.86210635,2.381320815,131
48.83984335,2.323174545,50
